placement,order,traffic,traffic_kind,row_hit_rate,row_miss_rate,bank_conflict_rate,ch_balance_std,subch_balance_std,rank_balance_std,bg_balance_std,bank_balance_std,avg_parallelism,window
ord21_xor_bank,col-row-bg-bank-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_xor_bank,col-row-bg-bank-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_xor_bank,col-row-bg-bank-rank,random,random,5e-05,0.99995,0.0305,0.0,0.0,0.0067,0.019198958305074783,0.03974317551479751,20.4852,32
ord21_xor_bank,col-row-bg-bank-rank,locality,locality,0.00065,0.99935,0.88515,0.0,0.0,0.0365,0.09131900130859952,0.18229075675963385,3.9062,32
ord21_xor_rank,col-row-bg-bank-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_xor_rank,col-row-bg-bank-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_xor_rank,col-row-bg-bank-rank,random,random,0.0,1.0,0.0308,0.0,0.0,0.0116,0.019198958305074783,0.033801775101316794,20.4728,32
ord21_xor_rank,col-row-bg-bank-rank,locality,locality,0.00065,0.99935,0.90065,0.0,0.0,0.0017,0.09131900130859952,0.1917239682460177,3.8091,32
ord22_direct,col-row-bank-rank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_direct,col-row-bank-rank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_direct,col-row-bank-rank-bg,random,random,0.0,1.0,0.02765,0.0,0.0,0.005,0.027240411156955763,0.045408369272635196,20.4842,32
ord22_direct,col-row-bank-rank-bg,locality,locality,0.00065,0.99935,0.90005,0.0,0.0,0.0032,0.08174325660260912,0.20747549252863579,3.82855,32
ord22_xor_bank,col-row-bank-rank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_xor_bank,col-row-bank-rank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_xor_bank,col-row-bank-rank-bg,random,random,0.0,1.0,0.03065,0.0,0.0,0.005,0.027240411156955763,0.042844836328313825,20.41475,32
ord22_xor_bank,col-row-bank-rank-bg,locality,locality,0.00065,0.99935,0.88735,0.0,0.0,0.0032,0.08174325660260912,0.1499290498869382,3.9003,32
ord22_xor_rank,col-row-bank-rank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_xor_rank,col-row-bank-rank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_xor_rank,col-row-bank-rank-bg,random,random,0.0,1.0,0.02765,0.0,0.0,0.0039,0.027240411156955763,0.045408369272635196,20.4842,32
ord22_xor_rank,col-row-bank-rank-bg,locality,locality,0.00065,0.99935,0.90005,0.0,0.0,0.002,0.08174325660260912,0.20747549252863579,3.82855,32
ord22_xor_bg,col-row-bank-rank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_xor_bg,col-row-bank-rank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord22_xor_bg,col-row-bank-rank-bg,random,random,0.0,1.0,0.0313,0.0,0.0,0.005,0.015652475842498525,0.041384054900408196,20.4092,32
ord22_xor_bg,col-row-bank-rank-bg,locality,locality,0.0007,0.9993,0.86935,0.0,0.0,0.0032,0.09914151501767561,0.19725759807926282,4.02875,32
ord23_direct,col-row-bank-bg-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_direct,col-row-bank-bg-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_direct,col-row-bank-bg-rank,random,random,0.0,1.0,0.0308,0.0,0.0,0.0067,0.016859418732566078,0.033801775101316794,20.4728,32
ord23_direct,col-row-bank-bg-rank,locality,locality,0.00065,0.99935,0.90065,0.0,0.0,0.0365,0.09104174866510419,0.1917239682460177,3.8091,32
ord23_xor_bank,col-row-bank-bg-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_xor_bank,col-row-bank-bg-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_xor_bank,col-row-bank-bg-rank,random,random,0.0,1.0,0.03145,0.0,0.0,0.0067,0.016859418732566078,0.03578826623350173,20.4116,32
ord23_xor_bank,col-row-bank-bg-rank,locality,locality,0.00065,0.99935,0.8864,0.0,0.0,0.0365,0.09104174866510419,0.1678699496634225,3.9244,32
ord23_xor_bg,col-row-bank-bg-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_xor_bg,col-row-bank-bg-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_xor_bg,col-row-bank-bg-rank,random,random,0.0,1.0,0.03185,0.0,0.0,0.0067,0.016282505949638097,0.044926606816006034,20.411,32
ord23_xor_bg,col-row-bank-bg-rank,locality,locality,0.0007,0.9993,0.86945,0.0,0.0,0.0365,0.05422582410623189,0.16492034440905098,4.0162,32
ord23_xor_rank,col-row-bank-bg-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_xor_rank,col-row-bank-bg-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord23_xor_rank,col-row-bank-bg-rank,random,random,0.0,1.0,0.0308,0.0,0.0,0.0116,0.016859418732566078,0.033801775101316794,20.4728,32
ord23_xor_rank,col-row-bank-bg-rank,locality,locality,0.00065,0.99935,0.90065,0.0,0.0,0.0017,0.09104174866510419,0.1917239682460177,3.8091,32
